ano,mes_nome,nome_municipio,categoria_evento,n_eventos
1991,Abr,Imbituba,Movimento de Massa,0
1991,Ago,Imbituba,Movimento de Massa,0
1991,Dez,Imbituba,Movimento de Massa,0
1991,Fev,Imbituba,Movimento de Massa,0
1991,Jan,Imbituba,Movimento de Massa,0
1991,Jul,Imbituba,Movimento de Massa,0
1991,Jun,Imbituba,Movimento de Massa,0
1991,Mai,Imbituba,Movimento de Massa,0
1991,Mar,Imbituba,Movimento de Massa,0
1991,Nov,Imbituba,Movimento de Massa,0
1991,Out,Imbituba,Movimento de Massa,0
1991,Set,Imbituba,Movimento de Massa,0
1992,Abr,Imbituba,Movimento de Massa,0
1992,Ago,Imbituba,Movimento de Massa,0
1992,Dez,Imbituba,Movimento de Massa,0
1992,Fev,Imbituba,Movimento de Massa,0
1992,Jan,Imbituba,Movimento de Massa,0
1992,Jul,Imbituba,Movimento de Massa,0
1992,Jun,Imbituba,Movimento de Massa,0
1992,Mai,Imbituba,Movimento de Massa,0
1992,Mar,Imbituba,Movimento de Massa,0
1992,Nov,Imbituba,Movimento de Massa,0
1992,Out,Imbituba,Movimento de Massa,0
1992,Set,Imbituba,Movimento de Massa,0
1993,Abr,Imbituba,Movimento de Massa,0
1993,Ago,Imbituba,Movimento de Massa,0
1993,Dez,Imbituba,Movimento de Massa,0
1993,Fev,Imbituba,Movimento de Massa,0
1993,Jan,Imbituba,Movimento de Massa,0
1993,Jul,Imbituba,Movimento de Massa,0
1993,Jun,Imbituba,Movimento de Massa,0
1993,Mai,Imbituba,Movimento de Massa,0
1993,Mar,Imbituba,Movimento de Massa,0
1993,Nov,Imbituba,Movimento de Massa,0
1993,Out,Imbituba,Movimento de Massa,0
1993,Set,Imbituba,Movimento de Massa,0
1994,Abr,Imbituba,Movimento de Massa,0
1994,Ago,Imbituba,Movimento de Massa,0
1994,Dez,Imbituba,Movimento de Massa,0
1994,Fev,Imbituba,Movimento de Massa,0
1994,Jan,Imbituba,Movimento de Massa,0
