ano,mes_nome,nome_municipio,categoria_evento,n_eventos
1991,Abr,Jaguaruna,Chuvas Intensas,0
1991,Ago,Jaguaruna,Chuvas Intensas,0
1991,Dez,Jaguaruna,Chuvas Intensas,0
1991,Fev,Jaguaruna,Chuvas Intensas,0
1991,Jan,Jaguaruna,Chuvas Intensas,0
1991,Jul,Jaguaruna,Chuvas Intensas,0
1991,Jun,Jaguaruna,Chuvas Intensas,0
1991,Mai,Jaguaruna,Chuvas Intensas,0
1991,Mar,Jaguaruna,Chuvas Intensas,0
1991,Nov,Jaguaruna,Chuvas Intensas,0
1991,Out,Jaguaruna,Chuvas Intensas,0
1991,Set,Jaguaruna,Chuvas Intensas,0
1992,Abr,Jaguaruna,Chuvas Intensas,0
1992,Ago,Jaguaruna,Chuvas Intensas,0
1992,Dez,Jaguaruna,Chuvas Intensas,0
1992,Fev,Jaguaruna,Chuvas Intensas,0
1992,Jan,Jaguaruna,Chuvas Intensas,0
1992,Jul,Jaguaruna,Chuvas Intensas,0
1992,Jun,Jaguaruna,Chuvas Intensas,0
1992,Mai,Jaguaruna,Chuvas Intensas,0
1992,Mar,Jaguaruna,Chuvas Intensas,0
1992,Nov,Jaguaruna,Chuvas Intensas,0
1992,Out,Jaguaruna,Chuvas Intensas,0
1992,Set,Jaguaruna,Chuvas Intensas,0
1993,Abr,Jaguaruna,Chuvas Intensas,0
1993,Ago,Jaguaruna,Chuvas Intensas,0
1993,Dez,Jaguaruna,Chuvas Intensas,0
1993,Fev,Jaguaruna,Chuvas Intensas,0
1993,Jan,Jaguaruna,Chuvas Intensas,0
1993,Jul,Jaguaruna,Chuvas Intensas,0
1993,Jun,Jaguaruna,Chuvas Intensas,0
1993,Mai,Jaguaruna,Chuvas Intensas,0
1993,Mar,Jaguaruna,Chuvas Intensas,0
1993,Nov,Jaguaruna,Chuvas Intensas,0
1993,Out,Jaguaruna,Chuvas Intensas,0
1993,Set,Jaguaruna,Chuvas Intensas,0
1994,Abr,Jaguaruna,Chuvas Intensas,0
1994,Ago,Jaguaruna,Chuvas Intensas,0
1994,Dez,Jaguaruna,Chuvas Intensas,0
1994,Fev,Jaguaruna,Chuvas Intensas,0
1994,Jan,Jaguaruna,Chuvas Intensas,0
1994,Jul,Jaguaruna,Chuvas Intensas,0
1994,Jun,Jaguaruna,Chuvas Intensas,0
1994,Mai,Jaguaruna,Chuvas Intensas,0
1994,Mar,Jaguaruna,Chuvas Intensas,0
1994,Nov,Jaguaruna,Chuvas Intensas,0
1994,Out,Jaguaruna,Chuvas Intensas,0
1994,Set,Jaguaruna,Chuvas Intensas,0
1995,Abr,Jaguaruna,Chuvas Intensas,0
1995,Ago,Jaguaruna,Chuvas Intensas,0
1995,Dez,Jaguaruna,Chuvas Intensas,0
1995,Fev,Jaguaruna,Chuvas Intensas,0
1995,Jan,Jaguaruna,Chuvas Intensas,0
1995,Jul,Jaguaruna,Chuvas Intensas,0
1995,Jun,Jaguaruna,Chuvas Intensas,0
1995,Mai,Jaguaruna,Chuvas Intensas,0
1995,Mar,Jaguaruna,Chuvas Intensas,0
1995,Nov,Jaguaruna,Chuvas Intensas,0
1995,Out,Jaguaruna,Chuvas Intensas,0
1995,Set,Jaguaruna,Chuvas Intensas,0
1996,Abr,Jaguaruna,Chuvas Intensas,0
1996,Ago,Jaguaruna,Chuvas Intensas,0
1996,Dez,Jaguaruna,Chuvas Intensas,0
1996,Fev,Jaguaruna,Chuvas Intensas,0
1996,Jan,Jaguaruna,Chuvas Intensas,0
1996,Jul,Jaguaruna,Chuvas Intensas,0
1996,Jun,Jaguaruna,Chuvas Intensas,0
1996,Mai,Jaguaruna,Chuvas Intensas,0
1996,Mar,Jaguaruna,Chuvas Intensas,0
1996,Nov,Jaguaruna,Chuvas Intensas,0
