protocolo_s2i_d,nome_municipio,sigla_uf,regiao,data_registro,data_evento,cod_cobrade,tipologia,descricao_tipologia,grupo_de_desastre,cod_ibge_mun,setores_censitarios,status,dh_descricao,dh_mortos,dh_feridos,dh_enfermos,dh_desabrigados,dh_desalojados,dh_desaparecidos,dh_afetados_seca_estiagem,dh_total_danos_humanos_diretos,dh_outros_afetados,dm_descricao,dm_uni_habita_danificadas,dm_uni_habita_destruidas,dm_uni_habita_valor,dm_inst_saude_danificadas,dm_inst_saude_destruidas,dm_inst_saude_valor,dm_inst_ensino_danificadas,dm_inst_ensino_destruidas,dm_inst_ensino_valor,dm_inst_servicos_danificadas,dm_inst_servicos_destruidas,dm_inst_servicos_valor,dm_inst_comuni_danificadas,dm_inst_comuni_destruidas,dm_inst_comuni_valor,dm_obras_de_infra_danificadas,dm_obras_de_infra_destruidas,dm_obras_de_infra_valor,dm_total_danos_materiais,da_descricao,da_polui_cont_da_agua,da_polui_cont_do_ar,da_polui_cont_do_solo,da_dimi_exauri_hidrico,da_incendi_parques_ap_as_ap_ps,pepl_descricao,pepl_assis_med_e_emergen_r,pepl_abast_de_agua_pot_r,pepl_sist_de_esgotos_sanit_r,pepl_sis_limp_e_rec_lixo_r,pepl_sis_cont_pragas_r,pepl_distrib_energia_r,pepl_telecomunicacoes_r,pepl_tran_loc_reg_l_curso_r,pepl_distrib_combustiveis_r,pepl_seguranca_publica_r,pepl_ensino_r,pepl_total_publico,pepr_descricao,pepr_agricultura_r,pepr_pecuaria_r,pepr_industria_r,pepr_comercio_r,pepr_servicos_r,pepr_total_privado,pe_p_le_pr,ano,mes,mes_nome,categoria_evento
SC-F-4202008-13214-20230904,Balneário Camboriú,SC,Sul,2023-12-12,2023-09-04,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,2,0,0,2,0,0,4,0,"Queda de 01 (um) outdoor sobre residência com 02 (duas) pessoas desalojadas, na Marginal Leste ¿ Bairro São Judas Tadeu.

       Destelhamento de 02 (duas) residências na Av. Hermógenes Assis Feijó ¿ Bairro São Judas Tadeu.

",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,9,Set,Chuvas Intensas
SC-F-4216404-13214-20230913,São João do Sul,SC,Sul,2023-10-11,2023-09-13,13214,13,Chuvas Intensas,Hidrológico,4216404,NA,Registro,NA,0,0,0,0,0,0,0,0,0,A ponte de madeira sobre o Rio Sertão na localidade de Vila São José teve a sua estrutura danificada pelo chuva intensa ocorrida no dia 13/09. A ponte está interditada.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106862.34160469852,106862.34160469852,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,9,Set,Chuvas Intensas
SC-F-4216404-13214-20230926,São João do Sul,SC,Sul,2023-10-11,2023-09-26,13214,13,Chuvas Intensas,Hidrológico,4216404,NA,Registro,NA,0,0,0,0,0,0,0,0,20,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,9,Set,Chuvas Intensas
SC-F-4202008-13214-20230926,Balneário Camboriú,SC,Sul,2023-12-12,2023-09-26,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,0,0,0,0,0,0,0,0,Rompimento de muro e queda do revestimento do teto de uma casa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,9,Set,Chuvas Intensas
SC-F-4208203-13214-20231004,Itajaí,SC,Sul,2023-10-10,2023-10-04,13214,13,Chuvas Intensas,Hidrológico,4208203,NA,Reconhecido,NA,0,0,0,565,35,0,0,600,54243,"Obras de infraestrutura pública: a Secretaria Municipal de Obras de acordo com o formulário de registro de ocorrências, solucionou todos os danos demandados durante o evento, entretanto, como o evento ainda se encontra em andamento novos danos materiais poderão ser quantificados (quantidade/valores).

Instalações públicas de ensino: até o presente momento não foram identificados danos materiais significativos, mas como o evento continua em andamento, está informação poderá sofrer alterações.

Instalações públicas de saúde: até o presente momento não foram registrados danos materiais em unidades de saúde, apenas algumas unidades que ficaram isoladas devido a inundação. Entretanto, como o evento continua em andamento, está informação poderá sofrer alterações.

Unidade habitacionais: com base na mancha de inundação gerada através de levantamento realizados em campo, foi identificado a quantidade de 14.182 unidades habitacionais nessa área, que considerando essas unidades habitacionais como danificadas (pintura, limpeza, esquadrias, móveis, eletrodomésticos e etc.) e com um valor estimado médio de R$ 10.000,00 por residência, chegou-se ao valor total de danos materiais nas unidades habitacionais de R$ 141.820.000,00.",0,0,151552172.86378345,0,14182,0,0,0,0,0,0,0,0,0,0,0,0,0,151552172.86378345,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4201307-13214-20231004,Araquari,SC,Sul,2023-10-04,2023-10-04,13214,13,Chuvas Intensas,Hidrológico,4201307,NA,Reconhecido,NA,0,0,0,0,0,0,0,0,7841,"Duas casos tiveram sua área externa tomadas por água. Sendo afetadas quatro escolas e um CEI. Também foram afetadas ruas com alagamentos, extravasamento de água em tubulações e galerias, além de expressivo volume de águas na BR 101 em frente ao posto Mime que aumentou danos no asfalto na saída para a pista local. Os corpos da água no porto grande passaram do volume afetando as vias, assim como no Cerro Azul e Guamiranga, este último local onde houve comprometimento da via. As Ruas Allan Kardec e Antônio Ramos Alvin foram comprometidas com alagamento, sendo necessário a intervenção na Rua Antônio Ramos Alvim, para solução de problemas em que comprometiam duas residências. E no bairro Itinga uma solicitação para residência apresentado estalos. Na saúde, na sexta-feira dia 06/10, das 15:00h às 17:00h e segunda-feira dia 09/10 das 08:00h às 10:00h as UBSs ficaram fechadas por medida de segurança. 210 pacientes tiveram seus atendimentos suspensos nas UBSs por conta das medidas de segurança. O Pronto Atendimento (Clínico e Respiratório) do Município de Araquari não deixou de prestar atendimentos em quaisquer momento, em decorrência das chuvas. Apesar de algumas condições estruturais frágeis, que requerem manutenção, os atendimentos puderam ser mantidos. 
De forma preventiva, foi solicitado ao setor de manutenção da secretaria de Saúde, suporte para a região do telhado que estava mais comprometido e o mesmo foi realizado com lonas o que garantiu menos prejuízos ao ambiente. O PA Clínico enfrentou a dificuldades com goteiras pontuais, que foram sanadas com recursos simples para contenção. O PA respiratório apresentou registros em vídeo de problemas mais críticos, em se tratando de rachadura aparente, goteiras atingindo tomadas e agravos um pouco mais aparentes. No entanto, sem prejuízos aos atendimentos.",0,0,0,0,2,19235.221488845735,0,3,27784.208817221614,0,5,0,0,0,0,0,0,744456.5027891322,791475.9330951995,NA,NA,NA,NA,NA,NA,NA,19235.221488845735,0,0,0,0,0,0,0,0,0,27784.208817221614,47019.43030606735,NA,0,0,0,0,0,0,47019.43030606735,2023,10,Out,Chuvas Intensas
SC-F-4205407-13214-20231004,Florianópolis,SC,Sul,2023-10-11,2023-10-04,13214,13,Chuvas Intensas,Hidrológico,4205407,NA,Registro,NA,0,0,0,0,0,0,0,0,1000,xxxxx,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,106862.34160469852,0,0,0,0,0,0,0,0,0,0,106862.34160469852,NA,10686.234160469852,0,0,0,0,10686.234160469852,117548.57576516837,2023,10,Out,Chuvas Intensas
SC-F-4209102-13214-20231004,Joinville,SC,Sul,2023-10-08,2023-10-04,13214,13,Chuvas Intensas,Hidrológico,4209102,NA,Registro,NA,0,0,0,0,3,0,0,3,0,"Desabamento parcial de uma residência na rua Jairo Germano Korn, bairro Parque Guarani.",0,0,16029.351240704778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16029.351240704778,NA,NA,NA,NA,NA,NA,NA,0,0,3205.8702481409555,0,0,0,0,0,0,0,0,3205.8702481409555,NA,0,0,0,0,0,0,3205.8702481409555,2023,10,Out,Chuvas Intensas
SC-F-4202008-13214-20231004,Balneário Camboriú,SC,Sul,2023-12-13,2023-10-04,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4206009-13214-20231004,Governador Celso Ramos,SC,Sul,2023-10-10,2023-10-04,13214,13,Chuvas Intensas,Hidrológico,4206009,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4202107-13214-20231005,Barra Velha,SC,Sul,2023-10-10,2023-10-05,13214,13,Chuvas Intensas,Hidrológico,4202107,NA,Registro,NA,0,0,0,3,2,0,0,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4218004-13214-20231006,Tijucas,SC,Sul,2023-10-09,2023-10-06,13214,13,Chuvas Intensas,Hidrológico,4218004,NA,Reconhecido,NA,0,0,0,0,60,0,0,60,30900,"Unidades habitacionais danificadas em decorrência dos alagamentos e inundações principalmente danos relacionados a estrutura de paredes, pisos, assoalhos, portas, muros.",0,0,2992.1455649315585,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,2992.1455649315585,NA,NA,NA,NA,NA,NA,NA,0,267155.8540117463,192352.21488845733,53431.17080234926,0,0,0,0,0,0,0,512939.2397025529,NA,427449.3664187941,320587.0248140956,0,0,0,748036.3912328896,1260975.6309354426,2023,10,Out,Chuvas Intensas
SC-F-4209409-13214-20231006,Laguna,SC,Sul,2023-10-07,2023-10-06,13214,13,Chuvas Intensas,Hidrológico,4209409,NA,Reconhecido,NA,0,0,0,0,0,0,0,0,14,"Até o presente momente e conforme relatório em anexo da Secretaria de Obras 24 ruas foram afetadas pelas fortes chuvas que assolaram o município de Laguna, visto que a área mais afetada pelas chuvas foi a região da Madre a planilha orçamentário da quantia necessária para revitalização se encontra nas páginas 15 e 16 do relatório da Sepagri em anexo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,974011.1321097997,974011.1321097997,NA,NA,NA,NA,NA,NA,NA,0,0,0,129646.7820452611,0,0,0,0,0,0,0,129646.7820452611,NA,705291.4545910102,160293.5124070478,0,0,0,865584.966998058,995231.7490433191,2023,10,Out,Chuvas Intensas
SC-F-4205407-13214-20231006,Florianópolis,SC,Sul,2023-10-09,2023-10-06,13214,13,Chuvas Intensas,Hidrológico,4205407,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4208807-13214-20231006,Jaguaruna,SC,Sul,2023-10-10,2023-10-06,13214,13,Chuvas Intensas,Hidrológico,4208807,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4205704-13214-20231007,Garopaba,SC,Sul,2023-10-11,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4205704,NA,Reconhecido,NA,0,0,0,0,16,0,0,16,29000,"Foram daninficadas parcialemente cerca de 96 residencias em diferentes beirros, Uma Unidade de Pronto Atendimento que atende a regional para uma população de 50.000 pessoas com 2.414,00m² teve o sistema de drenagem comprometido, uma escola estadual com aprximados 4.000,00m² teve danos parciais recuperaveis e seu terreno tbm afetado na Escola Luis Carlos Luiz.
Foi danificada a fundação de um Paradouro/Mirante na praia central assim como tivemos a ocorrendcia de danos em drenagens de estradas urbanas ao seu redor quando a Lagoa das Capivaras transbordou inundando aproximadamente 1/3 de sua refereida bacia hidrografica.na bacia hidrgrafica moram cerca de 5000 pessoas
Tivemos ainda como o calapso de uma via publica no loteamento Panoramico por falha em seu sistema de drenagem, na localidade moram cerca de 2000 pessoas.
Tivemos queda de poste da rede municipal assim como ropimento de energia no bairro ressacada moram na localidade cerca de 700 pessoas
Foi ainda registrado dano em um pontilhao de madeira numa rodovia itermunicipal que da acesso a cerca de 1300 pessoas.
Tivemos ainda um fator de agravamento na vulnerabiulidade de uma área em processo de estabilização com escorregamento numa área pertencente a Quilombolas com população aproximada de 500 pessoas.",0,1,1602935.1240704777,0,7,10686.234160469852,0,1,8548987.328375882,0,1,0,0,0,80146.7562035239,1,30,10686234.160469852,20928989.603280205,NA,NA,NA,NA,NA,NA,NA,0,0,10686234.160469852,0,0,74803.63912328896,0,2671558.540117463,0,0,0,13432596.339710604,NA,534311.7080234926,7480.363912328897,0,0,0,541792.0719358214,13974388.411646426,2023,10,Out,Chuvas Intensas
SC-F-4207304-13214-20231007,Imbituba,SC,Sul,2023-10-11,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4207304,NA,Registro,NA,0,0,0,2,4,0,0,6,15000,"1 posto de saude alagado, 1 escola alagada",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4201406-13214-20231007,Araranguá,SC,Sul,2023-10-08,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4201406,NA,Reconhecido,NA,0,0,0,71,38,0,0,109,991,"Diversas ruas do município tiveram sua estrutura danificada, onde o asfalto e lajota cederam, e a drenagem pluvial colapsou, sendo necessário a recuperação imediata, para viabilizar a passagem dos munícipes. Foram 12 obras de infraestruturas (pavimentações) afetadas diretamente, e 3 casas, foram alagadas e apresentaram danos. 
",0,0,16029.351240704778,0,3,0,0,0,0,0,0,0,0,0,0,0,12,641174.0496281912,657203.4008688959,NA,NA,NA,NA,NA,NA,NA,0,0,748036.3912328896,106862.34160469852,0,0,0,0,0,0,0,854898.7328375882,NA,3126443.26323931,0,0,0,0,3126443.26323931,3981341.996076898,2023,10,Out,Chuvas Intensas
SC-F-4215653-13214-20231007,Santa Rosa do Sul,SC,Sul,2023-10-17,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4215653,NA,Registro,NA,0,0,0,0,0,0,0,0,908,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,12984675.600293985,247974.06369370292,0,0,0,13232649.663987687,13232649.663987687,2023,10,Out,Chuvas Intensas
SC-F-4202073-13214-20231007,Balneário Gaivota,SC,Sul,2023-10-11,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4202073,NA,Reconhecido,NA,0,0,0,0,23,0,0,23,600,"157 (Cento e cinquenta e sete) residências afetadas: estimando um valor aproximado de R$188.400,00 (cento e oitenta e oito mil e quatrocentos reais).

As chuvas causaram diversos pontos de inundações no município e fez com que o
nível das lagoas atingisse cotas que em muito tempo não haviam sido observadas. O
volume excessivo de água causou danos consideráveis a tubulação que serve para escoar
as águas da lagoa de fora.
No local houveram danos significativos tanto a montante, causado pelo fato de a
tubulação não ter seção suficiente para o escoamento livre das águas, fazendo com que a
tubulação trabalhe afogada, o que causou um encharcamento do aterro e seu
desbarrancamento, quanto a jusante, que com a força das águas arrancou a ala de madeira
existente e danificou as margens do córrego causando danos inclusive a construções
próximas.
Cabe salientar que é estrada municipal que passa por cima da tubulação é uma
importante via de escoamento da produção agrícola e de produção madeireira da região.
Estimam-se que o prejuízo causado pela chuva foi de R$ 130.000,00 (cento e trinta
mil reais)
É o relatório. 
",0,0,201328.651583252,0,157,0,0,0,0,0,0,0,0,0,0,0,1,138921.04408610807,340249.6956693601,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1337660.0472709741,0,0,0,0,1337660.0472709741,1337660.0472709741,2023,10,Out,Chuvas Intensas
SC-F-4202305-13214-20231007,Biguaçu,SC,Sul,2023-10-08,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4202305,NA,Registro,NA,0,0,0,0,6,0,0,6,100,"Famílias com registro de problemas no telhada, apresentando goteiras no telhado.",0,0,10686.234160469852,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,10686.234160469852,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4207205-13214-20231007,Imaruí,SC,Sul,2023-10-11,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4207205,NA,Registro,NA,0,0,0,0,4,0,0,4,0,"UNIDADE HABITACIONAL: 2 RESIDÊNCIA COM ALAGAMENTO NA ÁREA CENTRAL, INSTALAÇÕES PUBLICAS DE ENSINO: 1 ESCOLA COM ALAGAMENTO NA ÁREA CENTRAL , OBRAS DE INFRAESTRUTURA: 2 RUAS PAVIMENTADAS DANIFICADAS, 1 ÁREA CENTRAL E OUTRA NO BAIRRO PRAIA DO LESSA, 1 DRENAGEM DE ÁGUA PLUVIAL TOTALMENTE DANIFICADA NO BAIRRO CANGUERI QUADRO DA CAPELA NA ÁREA RURAL. 

Obra de infraestrutura: 1 ponte de madeira arrancada das cabeceiras  na localidade do bairro Aratingaúba, na rodovia municipal IMA 406,",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4217709-13214-20231007,Sombrio,SC,Sul,2023-10-10,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4217709,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,14164299.099871304,0,0,0,0,14164299.099871304,14164299.099871304,2023,10,Out,Chuvas Intensas
SC-F-4202008-13214-20231007,Balneário Camboriú,SC,Sul,2023-12-13,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4211900-13214-20231007,Palhoça,SC,Sul,2023-10-08,2023-10-07,13214,13,Chuvas Intensas,Hidrológico,4211900,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4216206-13214-20231008,São Francisco do Sul,SC,Sul,2023-10-11,2023-10-08,13214,13,Chuvas Intensas,Hidrológico,4216206,NA,Registro,NA,0,0,0,0,0,0,0,0,1000,"01) Ponte Branca do Rio da Olaria - Av Nereu Ramos , Rocio Grande  
     Deformação no pavimento asfáltico, infiltração na estrutura da via, colapso parcial em muro de pedra, tabuleiro da laje e vigamento com colapso 
     parcial de elementos em concreto armado.


02) Ponte do Rio da Pedreira - R. Fernandes Dias
     Escorregamento do pavimento asfáltico, infiltração na estrutura da via, colapso parcial em muro de pedra, deformação do passeio em paver, erosão no 
     talude e drenagem obstruída.

",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1143427.055170274,1143427.055170274,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4212650-13214-20231008,Pescaria Brava,SC,Sul,2023-10-12,2023-10-08,13214,13,Chuvas Intensas,Hidrológico,4212650,NA,Registro,NA,0,0,0,0,0,0,0,0,0,Tubulações de escoamento da agua pluvial danificada e estradas danificadas onde o saibro foi levado pela agua da chuva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21372.468320939704,21372.468320939704,NA,NA,NA,NA,NA,NA,NA,0,0,21372.468320939704,0,0,0,0,0,0,0,0,21372.468320939704,NA,0,0,0,0,0,0,21372.468320939704,2023,10,Out,Chuvas Intensas
SC-F-4208450-13214-20231008,Itapoá,SC,Sul,2023-10-08,2023-10-08,13214,13,Chuvas Intensas,Hidrológico,4208450,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4211306-12300-20231009,Navegantes,SC,Sul,2023-11-01,2023-10-09,12300,1,Alagamentos,Hidrológico,4211306,NA,Registro,NA,0,0,0,65,200,0,0,265,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Alagamentos
SC-F-4202008-13214-20231011,Balneário Camboriú,SC,Sul,2023-12-13,2023-10-11,13214,13,Chuvas Intensas,Hidrológico,4202008,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4217709-13214-20231011,Sombrio,SC,Sul,2023-10-15,2023-10-11,13214,13,Chuvas Intensas,Hidrológico,4217709,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4207205-13214-20231016,Imaruí,SC,Sul,2023-10-17,2023-10-16,13214,13,Chuvas Intensas,Hidrológico,4207205,NA,Reconhecido,NA,0,0,0,0,5,0,0,5,1100,"Unidades habitacionais:  3 residencias atingida por alagamentos e danificadas por ações da enxurradas,  com prejuízo estimado em R$ 15.000,00  reais .



Obras de infraestrutura: 

1 pontes de concreto destruída  pela enxurrada;  2 pontes de madeira destruídas pela enxurradas,  3 ruas pavimentadas na área  central  com levantamento e afundamento de lajotas,  pontos de erosão distribuídos em ruas e rodovias  municipais não pavimentadas e  estaduais não pavimentadas,  7 pontos de drenagem de água pluvial danificadas e destruídas,  conforme relatório da Secretaria de Obras. Prejuízo estimado em R$  1.138.789,71 mil  reais .

Danos conforme relatório: Relatório de Infraestrutura e Relatório orçamentário de Infraestrutura",0,0,16029.351240704778,0,3,0,0,0,0,0,0,0,0,0,0,0,13,1216937.3500593556,1232966.7013000604,NA,NA,NA,NA,NA,NA,NA,0,0,0,8548.98732837588,0,0,0,0,0,0,0,8548.98732837588,NA,6790324.9197551245,7084.973248391511,0,0,0,6797409.893003516,6805958.8803318925,2023,10,Out,Chuvas Intensas
SC-F-4216404-13214-20231016,São João do Sul,SC,Sul,2023-10-18,2023-10-16,13214,13,Chuvas Intensas,Hidrológico,4216404,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Deslizamento da encosta do Rio Canoas.
Danos em bueiros
Remoção de material primário das estradas vicinais
Buracos em estradas vicinais
Remoção de pavimentos de concretos.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,534311.7080234926,534311.7080234926,NA,NA,NA,NA,NA,NA,NA,0,0,128234.80992563823,10686.234160469852,0,0,0,0,0,0,0,138921.04408610807,NA,14725726.988155944,20074.09087044262,0,0,0,14745801.079026388,14884722.123112496,2023,10,Out,Chuvas Intensas
SC-F-4208807-13214-20231016,Jaguaruna,SC,Sul,2023-10-18,2023-10-16,13214,13,Chuvas Intensas,Hidrológico,4208807,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,10,Out,Chuvas Intensas
SC-F-4201307-13214-20231103,Araquari,SC,Sul,2023-11-03,2023-11-03,13214,13,Chuvas Intensas,Hidrológico,4201307,NA,Reconhecido,NA,0,0,0,0,12,0,0,12,0,"A estrada Geral do Guamiranga foi novamente danificada, agora com interdição parcial da via, até o momento. Se continuar o Rio Itapocu descendo com a força apresentada até agora corremos o risco de ter que interditar totalmente a estrada, local por onde sai a produção agrícola do município. Afetando também os moradores em seu deslocamento sendo o único meio de comunicação com o restante do município. escolas, postos de saude, supermercados, etc. Enquanto as residências não se sabe o valor do dano que foi ocasionado pelos deslizamentos.",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,11,Nov,Chuvas Intensas
SC-F-4208203-12100-20231117,Itajaí,SC,Sul,2023-11-21,2023-11-17,12100,7,Inundações,Hidrológico,4208203,NA,Reconhecido,NA,0,0,0,88,99,0,0,187,22396,"Unidade habitacionais: com base na mancha de inundação gerada através de levantamento realizados em campo, foi identificado a quantidade de 5.599 unidades habitacionais nessa área, que considerando essas unidades habitacionais como danificadas (pintura, limpeza, esquadrias, móveis, eletrodomésticos e etc.) e com um valor estimado médio de R$ 12.000,00 por residência, chegou-se ao valor total de danos materiais nas unidades habitacionais de R$ 67.188.000,00.

Instalações públicas de ensino: até o presente momento não foram registrados danos materiais em instalações públicas de ensino.

Instalações públicas de saúde: até o presente momento não foram registrados danos materiais em instalações públicas de saúde.",0,0,71798670.07736485,0,5599,0,0,0,0,0,0,0,0,0,0,0,0,0,71798670.07736485,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,854898.7328375882,0,0,0,854898.7328375882,NA,10207750.5135122,0,0,0,0,10207750.5135122,11062649.24634979,2023,11,Nov,Inundações
SC-F-4202305-13214-20231117,Biguaçu,SC,Sul,2023-11-21,2023-11-17,13214,13,Chuvas Intensas,Hidrológico,4202305,NA,Registro,NA,0,0,0,0,6,0,0,6,70,Uma residência foi condenada e outras com algumas danos devido a deslizamentos de terra.,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2023,11,Nov,Chuvas Intensas
